latitude,longitude
40.83698357,-73.94270119
40.80852122,-73.96329637
40.78443541,-73.97954866
40.83325219,-73.94542814
40.83294135,-73.94569458
40.7654299,-73.9604001
40.7923844,-73.97365519
40.78437713,-73.97959207
40.83697261,-73.94274891
40.79540378,-73.94570745
40.79269141,-73.96936157
40.7814552,-73.98118152
40.78530313,-73.97890135
40.83290326,-73.94568315
40.78529908,-73.97894406
40.78428063,-73.97966394
40.78122038,-73.98126186
40.83291592,-73.94571317
40.78505287,-73.97909411
40.7816438,-73.98111699
40.78565854,-73.97867045
40.78444825,-73.97957852
40.78463549,-73.97939576
40.78162202,-73.98112444
40.78430876,-73.9796824
40.78501414,-73.9791221
40.78564548,-73.97864076
40.83505138,-73.93833482
40.78543461,-73.95383562
40.86332117,-73.92640361
40.78118053,-73.98127549
40.78561032,-73.97866753
40.80324293,-73.9565131
40.78562337,-73.97869722
40.80212199,-73.95353486
40.82812349,-73.95099088
40.73656785,-74.00368752
40.79871409,-73.96946049
40.72033115,-73.98158498
40.73636819,-74.00363122
40.78392164,-73.95828815
40.72714611,-73.97460525
40.78528602,-73.97891437
40.82934636,-73.95016241
40.83256764,-73.94596758
40.83251563,-73.94596632
40.77687511,-73.98210488
40.78426343,-73.97967674
40.8397683,-73.94070495
40.83322788,-73.94548516
40.83255499,-73.94593756
40.77689466,-73.98206982
40.78048574,-73.98150934
40.78431789,-73.97963618
40.78533139,-73.97891947
40.780876,-73.98136356
40.7809153,-73.9813875
40.76577054,-73.96320416
40.72192164,-73.98530844
40.77691901,-73.98210321
40.72051015,-73.98330669
40.83248676,-73.94602667
40.7204031,-73.98336194
40.84033527,-73.94029288
40.77611026,-73.98210096
40.74009292,-73.97747186
40.72035482,-73.98338687
40.84032251,-73.94026294
40.77564878,-73.98211795
40.77687436,-73.98207059
40.84008395,-73.94047859
40.82524775,-73.9539825
40.77691826,-73.98206892
40.84030624,-73.94027496
40.82450489,-73.9548109
40.75855665,-73.98683191
40.8086352,-73.9634834
40.82513824,-73.95416861
40.7726111,-73.95865928
40.71711521,-73.98512302
40.73459143,-73.97489384
40.74906872,-73.96964284
40.73590952,-74.00570073
40.76767075,-73.99127138
40.78353808,-73.95737799
40.70816902,-74.00024469
40.7660046,-73.95198539
40.776066,-73.98213691
40.77468487,-73.96119385
40.73575265,-73.9756284
40.75843874,-73.98655303
40.78237997,-73.95564564
40.72734976,-73.99046234
40.80214152,-73.95221477
40.8235603,-73.95361054
40.82353073,-73.95354041
40.72537677,-73.97833732
40.74869764,-73.99479007
40.7681669,-73.96596384
40.78684584,-73.97177259
40.81148748,-73.95235677
40.775416,-73.9557849
40.75426319,-73.96526815
40.78239481,-73.95559513
40.7718689,-73.98222053
40.7722436,-73.95472725
40.77564951,-73.98215224
40.773809,-73.95145236
40.84815302,-73.9414397
40.77606527,-73.98210262
40.84005539,-73.94046032
40.76405959,-73.99825192
40.79316067,-73.94624339
40.71601942,-73.97617504
40.75026843,-73.97106454
40.84028262,-73.94033179
40.84007119,-73.94044865
40.77562902,-73.98211868
40.77209447,-73.98222665
40.77639259,-73.98208896
40.77207909,-73.98219193
40.77207856,-73.98222622
40.79002418,-73.9751712
40.77639334,-73.98212325
40.77211202,-73.98219282
40.79002418,-73.9751712
40.80982869,-73.96260947
40.83892937,-73.94127917
40.83896393,-73.94125393
40.80621349,-73.96525108
40.71793249,-73.99103138
40.71797507,-73.9767896
40.7764334,-73.98212172
40.78978855,-73.97534636
40.77643264,-73.98208743
40.78975988,-73.97536768
40.77211149,-73.98222712
40.78977421,-73.97535702
40.76811441,-73.99232819
40.80620083,-73.96522107
40.81161408,-73.96124967
40.80977045,-73.96261324
40.79507943,-73.97345654
40.80980549,-73.96262666
40.78125205,-73.97581205
40.74021976,-73.97694238
40.7403127,-73.97715975
40.74019501,-73.9768845
40.78359212,-73.95750621
40.7473275,-73.99685535
40.74025056,-73.97701442
40.80978325,-73.96264314
40.72899935,-73.98100989
40.71139307,-73.98973848
40.77969467,-73.98169239
40.74871462,-73.9948305
40.78717489,-73.97748696
40.73694023,-74.00265993
40.78308755,-73.94437848
40.81160396,-73.96125695
40.79764433,-73.96210798
40.80624589,-73.96522742
40.78238845,-73.98089744
40.77408747,-73.98223768
40.80982869,-73.96260947
40.77406607,-73.98223847
40.77450305,-73.98225659
40.78238194,-73.98086422
40.76961455,-73.98216483
40.77452774,-73.98225567
40.77408821,-73.98227196
40.77452701,-73.98222139
40.76051576,-74.00208232
40.80030239,-73.96318663
40.80010312,-73.96271253
40.71562079,-73.98026069
40.75729151,-74.00441899
40.79318266,-73.97286519
40.80591818,-73.96546726
40.77455353,-73.98225472
40.80592569,-73.96542253
40.79320874,-73.97288539
40.76958601,-73.98216405
40.71956092,-73.98244097
40.73516348,-73.97503778
40.7433508,-73.98017697
40.7151067,-73.97847913
40.86340076,-73.92711483
40.73290306,-73.98761264
40.77806959,-73.98262733
40.74339239,-73.98027539
40.79929273,-73.96079374
40.75565417,-73.9821674
40.75569709,-73.98227023
40.71494971,-73.97796102
40.73018147,-73.98357309
40.78732054,-73.94757714
40.86412415,-73.92757759
40.7172821,-73.98566975
40.73529222,-73.98406823
40.72130816,-73.98329355
40.73497262,-73.97498976
40.7150409,-73.97826196
40.86397108,-73.92747966
40.72551633,-73.97866876
40.75931233,-73.96202757
40.78670131,-73.94680286
40.80278437,-73.9437036
40.76199023,-73.97041082
40.77015276,-73.96446779
40.80593356,-73.95056415
40.77670528,-73.95974764
40.75420937,-73.96514023
40.77970013,-73.98172593
40.74017067,-73.97682756
40.78223902,-73.97509333
40.72577815,-73.97929063
40.79084004,-73.97833793
40.78195817,-73.98104351
40.77043813,-73.98213134
40.78137986,-73.98532618
40.75852117,-73.98674799
40.76772435,-73.99139905
40.78235151,-73.98090998
40.78237091,-73.98090339
40.72769491,-73.97590701
40.72627399,-73.99860887
40.77224702,-73.95447838
40.72630944,-73.998681
40.72641222,-73.99889009
40.72715289,-74.00039569
40.77161887,-73.95039529
40.73643237,-73.97723965
40.80721344,-73.96706368
40.7224316,-73.98253932
40.8622288,-73.92635349
40.80481916,-73.96219406
40.75564083,-73.98213544
40.83130026,-73.94685536
40.84982063,-73.92819209
40.79267377,-73.95122182
40.82454545,-73.9379738
40.75379004,-73.96777343
40.71424617,-73.986967
40.77083507,-73.98215848
40.79926062,-73.96848108
40.77182664,-73.98221939
40.78804727,-73.94832109
40.79226015,-73.97354316
40.75383966,-73.96789201
40.83656856,-73.93949
40.76054825,-73.97150255
40.81047273,-73.95607858
40.79913953,-73.96241459
40.77123991,-73.98216205
40.77127514,-73.98219666
40.77130863,-73.98219695
40.77815691,-73.97858845
40.70218457,-74.01288765
40.72661919,-73.97734322
40.75375153,-73.96768141
40.86236818,-73.92644303
40.80433701,-73.96105405
40.75568415,-73.98223923
40.77374281,-73.98904516
40.72454073,-73.9744425
40.81051518,-73.95424817
40.81054278,-73.95431476
40.86359333,-73.92723802
40.70211131,-74.01286874
40.77341067,-73.98928557
40.80478525,-73.96211389
40.80418803,-73.96070183
40.72424535,-73.98310189
40.72894129,-73.98113164
40.79810302,-73.96216596
40.80758534,-73.95871626
40.78917776,-73.97660433
40.80533754,-73.96589343
40.8040129,-73.95577149
40.71799014,-73.97629094
40.75944548,-73.96192951
40.81174287,-73.95360242
40.81183936,-73.95353349
40.75676022,-73.99827034
40.77476615,-73.96267489
40.77389454,-73.94538441
40.78231058,-73.98092387
40.72594887,-73.99794696
40.77181567,-73.98221909
40.77184201,-73.9822198
40.80926578,-73.94440267
40.76139615,-73.97089024
40.83653507,-73.93951481
40.74702761,-73.9850641
40.71730325,-73.98573906
40.8320946,-73.94631314
40.83196411,-73.94636921
40.77076545,-73.98219217
40.77334005,-73.98933692
40.77327735,-73.98938251
40.86209188,-73.92626553
40.76768881,-73.98972179
40.76764395,-73.99120754
40.78163368,-73.98525807
40.71982972,-73.99009593
40.81132191,-73.96142059
40.71358371,-73.97748338
40.7755245,-73.95604306
40.7745528,-73.98222043
40.83218371,-73.94620879
40.72992478,-73.98762929
40.77080004,-73.98219247
40.7708349,-73.98219278
40.81131562,-73.96146422
40.81130312,-73.9614341
40.8113267,-73.96145625
40.79227273,-73.97357322
40.77488741,-73.98219869
40.79346614,-73.97266295
40.77490455,-73.98223241
40.77485462,-73.98223413
40.77487218,-73.98223353
40.79347884,-73.97269292
40.77492088,-73.98219754
40.80593834,-73.96545254
40.7713088,-73.98216265
40.77532874,-73.98221778
40.77125758,-73.9821965
40.7935045,-73.97263482
40.77492157,-73.98223183
40.77534617,-73.98218287
40.7939233,-73.97236687
40.79384563,-73.97242385
40.77488809,-73.98223298
40.77534685,-73.98221716
40.78262786,-73.98079121
40.7623904,-73.9631668
40.78261854,-73.98075917
40.83127012,-73.94687771
40.7737908,-73.9890101
40.76502823,-73.96145386
40.71657541,-73.99169028
40.7912833,-73.96797748
40.80410874,-73.96051435
40.77392181,-73.98891438
40.83701458,-73.94267796
40.73828822,-74.0097352
40.71591541,-73.99084151
40.77560433,-73.98211959
40.79652959,-73.96257899
40.71205587,-73.99239844
40.76453533,-73.98964072
40.78298857,-73.98060976
40.79385451,-73.97237806
40.74422928,-73.97678598
40.7659186,-73.95767309
40.70695476,-74.01646687
40.80821084,-73.93491611
40.80340872,-73.95690633
40.80355134,-73.9572446
40.83208195,-73.94628312
40.86243059,-73.92648313
40.76238462,-73.96317097
40.79076957,-73.97463962
40.80173845,-73.9509929
40.72351011,-73.99464006
40.77368163,-73.98908987
40.79663453,-73.94081324
40.7681859,-73.96889253
40.71734144,-73.97993992
40.72671661,-73.97943728
40.79684227,-73.94066124
40.79942374,-73.96135177
40.80494624,-73.96617586
40.80060723,-73.96796492
40.77203025,-73.95396358
40.78499952,-73.94920225
40.7203983,-73.9848909
40.72839334,-73.9788599
40.78937105,-73.96927753
40.77200019,-73.9538922
40.78047753,-73.95699564
40.80085575,-73.94186286
40.80074688,-73.94194263
40.77888728,-73.98732624
40.8085443,-73.95903643
40.7210023,-73.99130916
40.72644365,-73.99895403
40.78058517,-73.95691743
40.80183919,-73.9512341
40.80299708,-73.95814007
40.74695093,-73.99638851
40.74692386,-73.99632448
40.772267,-73.95649312
40.78154764,-73.98114989
40.74842517,-73.98014499
40.7593722,-73.96198348
40.73957696,-73.98110032
40.857356,-73.9311356
40.79926346,-73.96072341
40.81633275,-73.934451
40.75038244,-74.00453017
40.72176068,-73.98354396
40.85726376,-73.93118424
40.7610413,-73.96107762
40.77236587,-73.94881249
40.80290995,-73.95793312
40.798932,-73.97193168
40.80558361,-73.96571156
40.75934606,-73.96120368
40.78328404,-73.97248144
40.78108705,-73.98548212
40.72600985,-73.99807128
40.76953326,-73.95222974
40.76228356,-73.96324391
40.71942897,-73.98608918
40.77253979,-73.95908259
40.78338738,-73.97272646
40.78677936,-73.97579927
40.80901462,-73.95872391
40.77602867,-73.94383277
40.72734429,-74.00078093
40.72746993,-74.00103589
40.77813843,-73.984875
40.727381,-74.00085542
40.76108989,-73.9610425
40.78307381,-73.94434639
40.78405372,-73.97983293
40.78311664,-73.94444644
40.79806895,-73.96180447
40.79004329,-73.97515699
40.75353692,-73.97327029
40.80569017,-73.95031836
40.80438033,-73.95752313
40.79886533,-73.96982259
40.83947628,-73.94325173
40.77128005,-73.96145157
40.79950485,-73.95960093
40.7900605,-73.9751442
40.74435141,-73.97707699
40.81238503,-73.95063133
40.86462908,-73.92340112
40.77137286,-73.96138213
40.84026985,-73.94030185
40.78686661,-73.93888916
40.7834923,-73.95726935
40.80805502,-73.9666772
40.79698861,-73.96808605
40.80111719,-73.9634945
40.71436272,-73.98556346
40.84813601,-73.94135179
40.76956435,-73.95230366
40.77398132,-73.98887091
40.72638228,-73.99882918
40.80588705,-73.96545075
40.81006981,-73.96243463
40.78302857,-73.98058964
40.80560233,-73.96569789
40.77082282,-73.95997059
40.79258352,-73.97330884
40.72741069,-74.00091568
40.78330801,-73.97253827
40.80460104,-73.96167834
40.79666663,-73.97265291
40.77267411,-73.95940116
40.80423208,-73.96080598
40.71202205,-73.99239345
40.74676056,-73.97957203
40.73610303,-74.00441168
40.78092744,-73.9853408
40.78276156,-73.9747128
40.79678807,-73.97099867
40.78073255,-73.98470331
40.72750097,-74.00109888
40.72828273,-73.97893994
40.80899185,-73.96295339
40.77510843,-73.9550531
40.78097882,-73.98552648
40.86194214,-73.92616933
40.71790051,-73.97653509
40.74472784,-73.97771387
40.74711618,-73.98527313
40.79713745,-73.9618023
40.76547842,-73.96051496
40.71126269,-73.99228127
40.76618503,-73.95201938
40.73481875,-73.98883335
40.81367272,-73.93708712
40.80080011,-73.94190362
40.78701551,-73.93875886
40.71164564,-73.99233784
40.76504433,-73.96149165
40.80249032,-73.96473929
40.78027273,-73.97941959
40.86443524,-73.92777659
40.79237239,-73.97543345
40.76237909,-73.96317497
40.77337248,-73.98931334
40.74004173,-73.98001579
40.75407905,-73.96846405
40.80453616,-73.95262195
40.81300871,-73.93757131
40.78312741,-73.94447161
40.78853494,-73.94920064
40.77801029,-73.98457006
40.83205771,-73.94630083
40.77331483,-73.98935526
40.71943621,-73.98288499
40.80452546,-73.96649172
40.83135562,-73.9468537
40.79920121,-73.9605739
40.80264431,-73.9633269
40.80152614,-73.95397093
40.8332901,-73.94540042
40.71156081,-73.99232531
40.71722153,-73.99143488
40.79041031,-73.9659055
40.73520453,-73.98386026
40.80872052,-73.96315113
40.75922973,-73.96092612
40.77386135,-73.98895856
40.8481167,-73.94125196
40.80216688,-73.95248434
40.80414665,-73.96060399
40.77532955,-73.9555792
40.74297495,-73.97424428
40.85773598,-73.93329537
40.82760413,-73.94910557
40.73601166,-73.98577726
40.78114159,-73.97589249
40.77805295,-73.98772613
40.77503799,-73.94455306
40.8000462,-73.96957552
40.72588803,-73.98700814
40.72584166,-73.98689858
40.70533438,-74.01632627
40.71866166,-73.98534231
40.76324887,-73.98854408
40.73569261,-74.00067159
40.78858678,-73.94097218
40.78702711,-73.97126018
40.79888248,-73.96891576
40.81004916,-73.96244968
40.83095817,-73.94714846
40.83095099,-73.94715378
40.80556225,-73.96572716
40.77352899,-73.96170321
40.81288959,-73.95348754
40.80437853,-73.96741334
40.81008038,-73.96242694
40.79257975,-73.97335074
40.72844936,-73.97799502
40.73935718,-73.98057806
40.76540511,-73.96034141
40.727891,-74.00188798
40.8055496,-73.96569715
40.72415661,-73.99068436
40.72661821,-73.98682951
40.79405702,-73.96805485
40.77188841,-73.9578175
40.8132267,-73.93741233
40.81308121,-73.93751843
40.81332946,-73.93733739
40.81315564,-73.93746415
40.80462584,-73.95262673
40.77973425,-73.97390458
40.72607574,-73.99820561
40.77269877,-73.94735561
40.76686658,-73.96285207
40.7718541,-73.95773601
40.72756529,-74.00122939
40.74470446,-73.97984344
40.790448,-73.97937858
40.76683203,-73.96287732
40.72604183,-73.99813648
40.72610935,-73.99827414
40.83752263,-73.9423544
40.83741613,-73.94239156
40.77343166,-73.96147284
40.76560253,-73.9586098
40.77346462,-73.947228
40.79072038,-73.97467482
40.75367888,-73.96750781
40.78175896,-73.9531633
40.81003654,-73.96241965
40.74328465,-73.97469512
40.83046328,-73.94749939
40.8305113,-73.94746436
40.79431947,-73.97625984
40.86481731,-73.92565371
40.86336582,-73.92628266
40.73546695,-73.99661668
40.78980433,-73.9719898
40.71595659,-73.99097682
40.78144876,-73.98511132
40.79413452,-73.97626503
40.77312311,-73.9607426
40.84195885,-73.93634262
40.72727911,-73.98103866
40.82790818,-73.95114882
40.82563868,-73.9399958
40.80328595,-73.95661512
40.79765869,-73.96345347
40.82784441,-73.9511956
40.82982434,-73.94792836
40.82342706,-73.9471732
40.80406216,-73.9557357
40.8254742,-73.95348156
40.827772,-73.95124871
40.78305523,-73.98057622
40.83047225,-73.9474536
40.78304592,-73.98054418
40.8305305,-73.94745035
40.83110799,-73.94699795
40.7737609,-73.9580562
40.83051787,-73.94742032
40.7911738,-73.97604383
40.83049866,-73.94743434
40.82985445,-73.94790596
40.7711552,-73.95999865
40.78676217,-73.93898097
40.72230062,-74.00624663
40.71137169,-73.98973188
40.78014728,-73.98160007
40.84320546,-73.93742646
40.73685998,-74.00321214
40.7393904,-73.980657
40.85718681,-73.93122482
40.72770157,-73.97920844
40.80435788,-73.9673648
40.72999239,-74.00699552
40.73302435,-74.00987064
40.83825947,-73.94373497
40.71512839,-73.9965354
40.83048489,-73.94748363
40.8310879,-73.94701285
40.78480537,-73.97931212
40.70214417,-74.01287723
40.83854198,-73.94156211
40.83850957,-73.94158577
40.82989691,-73.9479138
40.83852517,-73.94157438
40.83547752,-73.94380536
40.83854198,-73.94156211
40.7993189,-73.96634762
40.84295642,-73.93683301
40.83549035,-73.94383525
40.82744436,-73.9487264
40.82988408,-73.94788391
40.83892937,-73.94127917
40.75833879,-73.96008395
40.83851598,-73.94162035
40.73564328,-74.00045892
40.86001364,-73.92386981
40.74438979,-73.98129513
40.83546032,-73.94381816
40.8107256,-73.94279849
40.7467857,-73.97846112
40.77146855,-73.95023958
40.83758175,-73.94400501
40.8108352,-73.95300074
40.71810015,-73.97664416
40.82878601,-73.94868452
40.83742859,-73.94242173
40.72894918,-73.97711649
40.80848355,-73.95889283
40.75609498,-73.9654678
40.73488145,-73.98898321
40.72020246,-73.98425944
40.79009634,-73.97511755
40.80295518,-73.95804054
40.73595047,-73.97609732
40.73587113,-73.97590925
40.81077995,-73.94292736
40.74352538,-73.97647546
40.84692126,-73.93860273
40.84697845,-73.9388864
40.81069923,-73.94273595
40.84695704,-73.9387802
40.82925575,-73.94838017
40.78901435,-73.94255779
40.7752538,-73.96356966
40.7619325,-73.98707454
40.7628674,-73.98763762
40.72205441,-73.99066786
40.76250454,-73.9867754
40.72204611,-73.98902075
40.77258866,-73.9812597
40.83735392,-73.9424361
40.78150397,-73.98531124
40.7846452,-73.98107167
40.76419532,-73.9671777
40.83089898,-73.94715295
40.78469011,-73.98103898
40.78423804,-73.98136719
40.83091177,-73.94718286
40.81006776,-73.96239691
40.78453016,-73.98115541
40.75644952,-73.96631455
40.72753321,-74.00116429
40.73575038,-74.00070682
40.83128208,-73.94686884
40.74902115,-73.96967509
40.82927182,-73.94832907
40.86250044,-73.92756733
40.85971582,-73.92367423
40.83039198,-73.94755141
40.86236195,-73.92747869
40.86153942,-73.92681199
40.77978472,-73.97402466
40.79860306,-73.9694499
40.86125003,-73.92676709
40.73010167,-74.00493948
40.71150038,-73.99222332
40.83544455,-73.94382989
40.80916461,-73.94271685
40.76564545,-73.95871142
40.72449977,-74.00664003
40.72981631,-74.00509551
40.72500057,-74.0051579
40.8033235,-73.95670419
40.80347864,-73.95707215
40.84302574,-73.93858775
40.82446293,-73.93802613
40.80529396,-73.96588575
40.8049337,-73.96614578
40.800646,-73.96795963
40.83610284,-73.94316188
40.77406681,-73.98227276
40.83037326,-73.94756507
40.77814088,-73.97633215
40.78383654,-73.95675473
40.7968894,-73.97037057
40.77809208,-73.97621664
40.8498318,-73.93880162
40.84305149,-73.93864871
40.77221241,-73.9803617
40.80098668,-73.94176692
40.72366441,-74.00754439
40.7435098,-73.97891311
40.73014768,-74.01034096
40.76621006,-73.95207873
40.76623376,-73.95213492
40.72989183,-74.00505421
40.84634888,-73.93945354
40.78094564,-73.95928581
40.72498977,-74.00504079
40.70683661,-74.01651289
40.80532501,-73.96586334
40.80532672,-73.96590124
40.80068477,-73.96795435
40.78865316,-73.97510007
40.77251889,-73.95903302
40.7753285,-73.95754329
40.80869599,-73.94068341
40.83542686,-73.94384304
40.83541061,-73.94385513
40.81002769,-73.94114338
40.83542344,-73.94388502
40.81065928,-73.94264119
40.86135427,-73.92669349
40.82925024,-73.94834491
40.70597465,-74.01607693
40.8020671,-73.95314467
40.80220433,-73.93890457
40.86208352,-73.92716022
40.83637521,-73.94318499
40.83632415,-73.94318348
40.8044429,-73.96756462
40.81886917,-73.94609041
40.84624745,-73.93892996
40.77644439,-73.95230533
40.8363624,-73.94315508
40.73546013,-74.00611527
40.77137058,-73.96362036
40.72188429,-73.98124484
40.77152545,-73.96350384
40.79284179,-73.97311386
40.83751018,-73.94232424
40.83097204,-73.94713817
40.78489438,-73.97924779
40.77549568,-73.95597449
40.8589562,-73.92318577
40.79289045,-73.9731176
40.78690595,-73.97771591
40.83762062,-73.94224518
40.83730666,-73.94246993
40.72845232,-73.98748162
40.72963371,-74.00260231
40.79290037,-73.97307113
40.80168863,-73.93913531
40.73286601,-74.00988367
40.86017025,-73.92396981
40.76784492,-73.96974579
40.77840214,-73.9771995
40.76788026,-73.96983023
40.74307991,-73.97726602
40.80154004,-73.94045899
40.77140408,-73.96582467
40.73674724,-74.00818367
40.78440945,-73.97344015
40.73808377,-74.00287089
40.7672681,-73.96837293
40.78437748,-73.97336438
40.83671758,-73.94290048
40.83671378,-73.94294283
40.83693634,-73.94273658
40.78506543,-73.97912418
40.83669661,-73.9429557
40.73648321,-73.99875551
40.78302731,-73.97187267
40.71498038,-73.97806223
40.78755528,-73.94740584
40.70584149,-74.01612879
40.7733166,-73.9631635
40.75593933,-73.96183558
40.81075304,-73.94286356
40.77152131,-73.95020094
40.75780126,-73.96590732
40.82435915,-73.95357722
40.84525115,-73.93477904
40.78058015,-73.96012675
40.72975093,-74.00513126
40.7890451,-73.94263116
40.84122831,-73.93960653
40.84964631,-73.93261507
40.79642805,-73.9483855
40.73798733,-74.00968615
40.72965057,-74.00518613
40.7180068,-74.00817273
40.71803714,-73.97644184
40.78103348,-73.95949506
40.73788486,-74.00967338
40.72941915,-74.00330088
40.71806854,-73.97654267
40.7381667,-73.9878382
40.74313713,-73.97722457
40.84629318,-73.93916601
40.71807684,-74.00832909
40.75332416,-73.96693852
40.80162158,-73.93482305
40.72448549,-73.97419896
40.8296338,-73.93669353
40.82384357,-73.94042823
40.78040571,-73.95359035
40.78693881,-73.97773101
40.7722974,-73.98979109
40.72594428,-73.97968521
40.73821898,-73.98080775
40.83098268,-73.94709088
40.76156217,-73.99979632
40.85093324,-73.94163564
40.74707583,-73.98517792
40.71776505,-73.99111825
40.7652501,-73.99718553
40.83792627,-73.94258533
40.8015858,-73.93473847
40.77128644,-73.96591043
40.76077037,-73.97134233
40.7869187,-73.97774584
40.77119988,-73.96151154
40.83066687,-73.94735087
40.83062173,-73.94738379
40.8095723,-73.95757479
40.71224266,-73.99234111
40.75950107,-73.96157355
40.70192734,-74.01282109
40.70185852,-74.01280242
40.79946437,-73.95950409
40.7594233,-73.96138799
40.76188203,-73.98695449
40.72652555,-73.99875446
40.79636619,-73.9301544
40.76787127,-73.95815979
40.74874647,-73.99490632
40.71792517,-73.97661926
40.76646527,-73.96918665
40.84139792,-73.93952389
40.78091591,-73.95921501
40.78119859,-73.98126931
40.72098393,-73.98318103
40.78846669,-73.94106034
40.73394848,-73.97473207
40.73805393,-73.98792058
40.8517013,-73.92793792
40.72656972,-73.9790889
40.73476937,-73.98828287
40.79806236,-73.94227017
40.72361937,-73.99950525
40.80107679,-73.95358795
40.73106947,-74.00753469
40.75958032,-73.96524241
40.85647642,-73.92762633
40.84125333,-73.93962768
40.77794776,-73.96104996
40.75820098,-73.96018511
40.83763307,-73.94227534
40.74798025,-73.97963713
40.77769279,-73.97747803
40.86309189,-73.92756028
40.75946211,-73.96148061
40.83106685,-73.94702846
40.83103194,-73.94705435
40.76190727,-73.98701452
40.76119284,-73.96096808
40.80896395,-73.95860516
40.86223066,-73.92725439
40.78139517,-73.97570783
40.79292933,-73.97308923
40.78018351,-73.98158987
40.75938474,-73.96129599
40.7381255,-73.98087632
40.76161367,-73.99991726
40.81390694,-73.94261329
40.83757528,-73.94227763
40.8533469,-73.93064497
40.79926539,-73.97014244
40.77140551,-73.95923084
40.76165122,-74.00000545
40.73398391,-73.98094906
40.72862524,-73.97812497
40.79954374,-73.95969398
40.80279915,-73.95766993
40.7448437,-73.97798924
40.84243824,-73.93560341
40.73567238,-73.97543812
40.78629342,-73.9782036
40.72841881,-73.98740207
40.86062745,-73.92426232
40.86180942,-73.92608407
40.73758589,-74.00448462
40.84092729,-73.9374409
40.79188826,-73.93856014
40.74988784,-73.98130097
40.7917122,-73.93868901
40.72941276,-73.98027889
40.75329199,-73.9668621
40.77150875,-73.96574836
40.78859992,-73.97696619
40.83968652,-73.94072539
40.72014851,-73.98651766
40.73292737,-74.00987862
40.83969916,-73.94075541
40.82861763,-73.9488071
40.83972205,-73.94069946
40.76242479,-73.9865859
40.7715125,-73.96347407
40.76065197,-73.97142774
40.76043562,-73.97158379
40.77471736,-73.96255856
40.83975566,-73.94067492
40.83731911,-73.9425001
40.77236642,-73.98974115
40.77244001,-73.9896879
40.83973469,-73.94072948
40.83928803,-73.94101624
40.8506244,-73.93951585
40.78460931,-73.97759762
40.80496723,-73.96475947
40.77084735,-73.96623065
40.8088259,-73.94058802
40.80079633,-73.94064541
40.73277988,-73.98201428
40.85189,-73.9370435
40.83926978,-73.94102956
